Basic Set,32,300,30,9000,5836.43148336519,2.0278771654172596,
High Variability Set,32,300,30,9000,5238.826897509356,1.3437052694412972,
Lines Set,32,300,30,9000,1595.7689888466343,0.39149454633402664,
Dash Set,32,300,30,9000,3851.7373904322963,1.3021647187485839,
Parenthesis Set,32,300,30,9000,5298.171857291139,1.1222272564709965,
Tick Set,32,300,30,9000,6173.018789811305,1.9566068305196267,
Star Set,32,300,30,9000,2082.0745648484476,0.4032208434908878,
Abstract Shapes Set,32,300,30,9000,4012.7751123932485,1.5868293782625111,
