Dash Set - TraSamp 1-10,1,32,15,45,1980,132,1800,128,108,44.95479869842529,44.976741313934326,0.00997304916381836,0.09973454475402832
Dash Set - TraSamp 1-10,2,32,15,45,1935,129,1842,127,113,89.52468204498291,89.53967308998108,0.01894974708557129,0.3096604347229004
Dash Set - TraSamp 1-10,3,32,15,45,1890,126,1809,126,112,115.19100332260132,115.20297002792358,0.024933338165283203,0.10571742057800293
Dash Set - TraSamp 1-10,4,32,15,45,1845,123,1814,123,118,137.93319582939148,137.95214414596558,0.02892303466796875,0.176527738571167
Dash Set - TraSamp 1-10,5,32,15,45,1800,120,1770,120,113,163.64345002174377,163.66040563583374,0.03690147399902344,0.25033116340637207
Dash Set - TraSamp 1-10,6,32,15,45,1755,117,1731,117,109,184.60839223861694,184.6263461112976,0.04089093208312988,0.25830864906311035
Dash Set - TraSamp 1-10,7,32,15,45,1710,114,1695,114,110,206.01914501190186,206.0361008644104,0.049866437911987305,0.25332212448120117
Dash Set - TraSamp 1-10,8,32,15,45,1665,111,1644,111,108,220.53432869911194,220.55129098892212,0.05385613441467285,0.25232553482055664
Dash Set - TraSamp 1-10,9,32,15,45,1620,108,1611,108,105,235.0694706439972,235.0824372768402,0.0578458309173584,0.3730034828186035
Dash Set - TraSamp 1-10,10,32,15,45,1575,105,1561,105,102,257.6640565395355,257.68300795555115,0.06383013725280762,0.45777463912963867
