Basic Set,32,30,46,690,38.94206937514085,0.29551845383207254,
High Variability Set,32,30,46,690,72.23195661262747,0.3320080517612399,
Lines Set,32,30,46,690,83.72310172837734,0.2771516570930283,
Dash Set,32,30,46,690,53.85767603380889,0.21191981737920781,
Parenthesis Set,32,30,46,690,81.41568402805784,0.9609294618350308,
Tick Set,32,30,46,690,220.44452865375195,0.9785035274879876,
Star Set,32,30,46,690,74.72499906961461,0.31741611404304265,
Abstract Shapes Set,32,30,46,690,74.55466669661283,0.7221149467956486,
