Lines Set - TraSamp 1-10,1,32,15,45,1980,132,1112,86,53,43.93348741531372,43.94947838783264,0.012964963912963867,0.12566304206848145
Lines Set - TraSamp 1-10,2,32,15,45,1935,129,1201,97,61,84.45586895942688,84.47181987762451,0.019940853118896484,0.2737565040588379
Lines Set - TraSamp 1-10,3,32,15,45,1890,126,1348,101,78,127.5957555770874,127.61370944976807,0.031914472579956055,0.18650078773498535
Lines Set - TraSamp 1-10,4,32,15,45,1845,123,1352,105,79,152.76055121421814,152.7814929485321,0.04388236999511719,0.14561057090759277
Lines Set - TraSamp 1-10,5,32,15,45,1800,120,1405,102,83,180.10842847824097,180.1263782978058,0.05186128616333008,0.21841669082641602
Lines Set - TraSamp 1-10,6,32,15,45,1755,117,1399,104,78,204.9719467163086,204.98690700531006,0.06283211708068848,0.23237895965576172
Lines Set - TraSamp 1-10,7,32,15,45,1710,114,1406,101,74,228.38434290885925,228.39631462097168,0.06981348991394043,0.303189754486084
Lines Set - TraSamp 1-10,8,32,15,45,1665,111,1367,96,85,249.72428727149963,249.7422399520874,0.07878994941711426,0.27725887298583984
Lines Set - TraSamp 1-10,9,32,15,45,1620,108,1391,100,84,269.014710187912,269.02568006515503,0.08676767349243164,0.3370988368988037
Lines Set - TraSamp 1-10,10,32,15,45,1575,105,1335,94,85,285.8018248081207,285.8247621059418,0.10372328758239746,0.3390927314758301
