Basic Set,32,30,46,690,39.12665029551515,0.29551845383207254,
High Variability Set,32,30,46,690,72.53327465107913,0.3320080517612399,
Lines Set,32,30,46,690,86.13116676797605,0.2892499270758604,
Dash Set,32,30,46,690,54.256553571176944,0.2638813913763761,
Parenthesis Set,32,30,46,690,81.58694952169509,0.9609294618350308,
Tick Set,32,30,46,690,226.1708186406723,0.9884196409385166,
Star Set,32,30,46,690,74.58687515816632,0.3032163620481589,
Abstract Shapes Set,32,30,46,690,75.61754178822318,0.6260617952484098,
